,ubicacion,alternativa,texto,matchType,ubicacionEncontrada,scoreMejorMatch,tipoUbicacionEncontrada,time_ms,truthLocation,truthTypeLocation,foundExactLocation,foundLocationType
209,-,-,uruguay es un pais democratico y progresista que ha aceptado los derechos lgtbi ha legalizado la marihuana y es lider en turismo sostenible y respetuoso con el medio ambiente destaca la guia de referencia para viajeros https t co o4bbax7jj3,-,cempre-uruguay&cempre-uruguay,1514.6396125,geonames,76.908,False,False,True,False
210,-,-,opinemoshoy dmartinez uy basura por favor de que hablas de vos imagino,-,-,0.0,-,6.287,False,False,False,True
211,-,-,este lunes 19 15 debuta elclubolimpia en la libertadores ante montevideo wanderes y uno650am tendra a la dupla https t co vwufecshvc,-,-,0.0,-,8.446,False,False,False,True
212,-,-,dmartinez uy danieldaners y que este o no este es la misma inoperancia basura veredas transito ruidos reprobado,-,-,0.0,-,8.836,False,False,False,True
213,-,-,hace solo 54 dias que gremio ganaba la libertadores 2017 y hoy ya empieza la edicion de 2018 me encanta el nuevo formato de fechas de este glorioso torneo un partido tras otro casi sin descanso montevideo wanderers y el tricampeon olimpia abren fuego esta noche y ahi estaremos,-,nuevo-paris&balneario-nuevo-paris-nuevo-paris-nuevo-paris,602.543200601,geonames,31.928,False,False,True,False
214,av-italia#av-dr-americo-ricaldoni,av-dr-americo-ricaldoni#av-italia,limpiavidrios que esta siempre en ricaldoni y av italia frente a la ancap vio a un ciego que intentaba cruzar fue y lo ayudo en los dos tramos del cruce este tipo de gestos debemos imitar si pasas por ahi y te pide una moneda dale es buen tipo https t co k6b0vpnfq9,cruces_vias,av-italia#av-dr-americo-ricaldoni,220945.80342,cruces_vias,92.137,True,True,True,True
215,union&union-union,union&union-union,que mugrero mdeo la union https t co kncsmsjcki,geonames,union&union-union,8634.35925,geonames,9.098,True,True,True,True
216,-,-,este tipo de acciones perjudican a todos los montevideanos y montevideanas que colaboran con el cuidado de la ciudad arriba los que no dejan nada afuera del contenedor imambiente https t co hjksg08gjd,-,-,0.0,-,11.141,False,False,False,True
217,-,-,empezamos la semana con un trivia cuantas bolsas plasticas se usan por ano en el mundo,-,edificio-torres-del-nuevo-mundo&edificio-torres-del-nuevo-mundo,7.10619471904,geonames,11.948,False,False,True,False
218,-,-,hoy de 14 30h a 16h tendremos dialogo im probable con timothyfilley director del center for the environment de lifeatpurdue y codirector del instituto nexus arequipa para la alimentacion sostenible energia agua y medio ambiente info e inscripcioneshttps t co oxyey30det,-,instituto-goethe&instituto-goethe,3462.15820008,geonames,91.186,False,False,True,False
219,-,-,en madrid se juntan miles en pta del sol a festejar el ano nuevo y dejan 25 ton de basura que el ayuntamiento recoje en 2 hras de trabajo en la madrugada aca muy sueltos de cuerpo la im te dice que las ramas del temporal las juntaran el viernes arriba pelado nadamos en basura,-,edificio-del-sol-ii&edificio-del-sol-ii,2490.75289751,geonames,45.716,False,False,True,False
220,-,-,con el parcero chichitogimenez montevideo vamosolimpia https t co b30f2smsjw,-,-,0.0,-,5.812,False,False,False,True
221,-,-,en 2017 presentamos un proyecto para exonerar la contribucion a aquel vecino que tenga un contenedor en la puerta de su casa tambien propusimos la rotacion por circuito para evitar estas avivadas la im tomo nuestra idea pero no la aplica y mucho menos controla la situacion https t co j4i23hy6nu,-,casa-bello&casa-bello,254.46265856,geonames,74.727,False,False,True,False
222,-,-,pasan los anos pasan los intendentes y montevideo es una mugre en especial en estas fechas da verguenza montevideo es un asco basta de chacras companeras con peleitas tribuneras busquemos soluciones para los montevideanos si hay q privatizar q se privatice y listo,-,-,0.0,-,9.208,False,False,False,True
223,-,-,caminando en la noche por las calles de montevideo he visto de todo desde ancianos invalidos acurrucados en silla de ruedas entre cartones a familias con ninos hurgando volquetas cosas que por arte de magia se van a empezar a ver y reconocer dentro de 20 dias,-,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,17386.7554265,geonames,52.498,False,False,True,False
224,-,-,hicieron una ola de basura en el montevideo shooping y me parece algo excelente que en un lugar tan concurrido hagan este tipo de cosas para generar conciencia tendria que haber por todos lados del pais a ver si dejan de ser tan mugrientos https t co m3tnbnxiec,-,-,0.0,-,16.082,False,False,False,True
225,-,-,lo que discuti desde hace anos la recoleccion de basura debe ser privatizada para no ser mas rehenes de adeom me diran en el pit cnt que es una actividad estrategica,-,-,0.0,-,10.102,False,False,False,True
226,-,-,montevideo es un lugar en el que la basura no se clasifica y aunque se clasifique los camiones se llevan todo junto y asi lo depositan en la usina basura canteras negocios barrio montevideo https t co bgp5kaojc0,-,las-canteras&las-canteras,2136.20110222,geonames,23.822,False,False,True,False
227,-,-,en 2017 y en montevideo levantar cada contenedor de basura costo u s 7 000 el mismo servicio lo presta un concesionario privado por u s 2 700 a esto el frenteamplismo lo llama revolucion y lo quiere replicar en todos lados a toda hora de cualquier modo addm2018,-,-,0.0,-,44.908,False,False,False,True
228,-,-,dmartinez uy en lugar de gastar en esto arreglar las calles limpiar la ciudad mejorar el transito https t co 7nzqpboegp,-,-,0.0,-,7.483,False,False,False,True
229,plaza-zabala,plaza-zabala,cada mes la im arroja al bolsillo de sus funcionarios 50 veces el importe arrojado a la plaza zabala para instalar el adefesio adefesio usd420 mil retribuciones mensuales usd20 millones en ambos casos dinero sustraido al contribuyente para devolverle una ciudad basural,geonames,cine-plaza&plaza-cagancha-1129,212.13265625,lugares_interes,57.374,True,True,False,False
230,-,-,im 10 10 basura,-,-,0.0,-,4.116,False,False,False,True
231,-,-,nicocorrearoque dmartinez uy montevideoim veo las playas limpias sin panales botellas etc etc gracias japoneses,-,-,0.0,-,7.625,False,False,False,True
232,municipio-g&municipio-g,municipio-g&municipio-g,bueno gurices les cuento que en conjunto con el municipio g estamos juntando firmas para poder arreglar las plazas libano y melilla se presento el proyecto en conjunto para que sea mas facil la recoleccion de las 500 firmas es electronico se firme con la ci y demoran 5 minutos,geonames,municipio-g&municipio-g,56470.5306,geonames,38.441,True,True,True,True
233,-,-,las plazas publicas de montevideo son hoy dormitorio comun aca se ven 3 personas expulsando de alli al publico y de paso forman basurales https t co 397jbgm4tb,-,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,17386.7554265,geonames,59.77,False,False,True,False
234,-,-,los hinchas de elclubolimpia apoyan al plantel desde temprano el dia del debut en la libertadoresxfox ante montevideo wanderers https t co mg5om1z9gx,-,maronas-entertainment-ex-sede-del-diario-el-dia&maronas-entertainment-ex-sede-del-diario-el-dia,67.7123203125,geonames,11.031,False,False,True,False
235,-,-,el 1er rival de olimpia sera uno de estos 3 oriente petrolero macara montevideo wanderers si avanza a fase 2 sera uno de estos 8 wilstermann vasco u espanola u concepcion junior santa fe ind del valle guarani nacional,-,ramon-del-valle-inclan#concepcion-arenal,45286.870025,cruces_vias,144.858,False,False,True,False
236,-,-,comentamos el video de los japoneses limpiando pero nos cuesta llamar a montevideoim al 1950 3000 op 3 en vez de ensuciar nuestra ciudad nos falta bastante para ser desarrollados https t co ubwc8c84jw,-,-,0.0,-,8.842,False,False,False,True
237,-,-,my phone is basura when i get a new one im gonna hit the a town stomp omfg,-,edificio-the-life&edificio-the-life,3.78180430124,geonames,14.417,False,False,True,False
238,-,-,creo que tengo que poner a montevideo como una de las ciudades mas feas y sucias que haya visto en mi vida es como un linyera gigante hecho de asfalto y otros linyeras mas pequenos buenos aires al lado es estocolmo de lo limpita que esta,-,teatro-solis&buenos-aires-678,1334.77741741,lugares_interes,20.228,False,False,True,False
239,-,-,el precandidato a la im por el fa dr alvaro villar insiste sobre la necesaria limpieza de montevideo y pone como ejemplo al hosp maciel que dirige claro la limpieza alli fue privatizada en un 100 adeom calentando,-,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,14773.0685301,geonames,58.421,False,False,True,False
240,-,-,asi limpia montevideoim todos los plasticos al agua chanchosuy https t co vp1hvw8pg8,-,arroyo-de-la-tortuga&arroyo-de-la-tortuga-arroyo-de-las-tortugas-ojos-de-agua,1.09584860851,geonames,7.753,False,False,True,False
241,-,-,int martinez tranca fuerte por limpieza escencialidad y privatizacion si hubiera elecciones todos los anos montevideo seria dubai https t co krgiwd05nr,-,punta-de-fuerte&punta-de-fuerte,761.56084224,geonames,13.196,False,False,True,False
242,-,-,um dos campeonatos mais disputados do mundo comeca hoje em 2017 o gremio construiu essa historia linda na libertadoresfoxsports hoje tem montevideo wanderers e olimpia a partir das 20h e a partir de 23h a bola rola entre oriente petrolero e universitario https t co rlmhmzd2se,-,cine-universitario-1-y-2&canelones-1280,2701.40367393,lugares_interes,31.651,False,False,True,False
243,-,-,imambiente montevideoim municipiod dinali uy imigualitario chdica cuando van a empezar a clasificar la basura para reciclaje,-,-,0.0,-,8.94,False,False,False,True
244,-,-,montevideo es lindo pero el olor a mugre no te robo,-,-,0.0,-,8.21,False,False,False,True
245,-,-,imambiente las pilas son residuos especiales separalos del resto en una caja reutilizada y llevalos a los contenedores especiales que encontras aqui https t co gpxhzabzaq https t co tveqkautdx,-,-,0.0,-,14.894,False,False,False,True
246,-,-,adeommvd se declaro en conflicto por privatizacion en el sector limpieza https t co sd5aieqwqs https t co lmzzeb5y5n,-,-,0.0,-,8.875,False,False,False,True
247,-,-,si todo este ingenio y dinero lo destinaran a tapar pozos mejorar la limpieza bajar el precio de boleto y llevarle saneamiento e iluminacion a los vecinos tendriamos un mejor mvd de verdad son un pulpo recaudador presentamos pedido de informes https t co wswe2sjjeu,-,-,0.0,-,13.765,False,False,False,True
248,av-italia#av-dr-americo-ricaldoni,av-dr-americo-ricaldoni#av-italia,limpiavidrios que esta siempre en ricaldoni y av italia frente a la ancap vio a un ciego que intentaba cruzar fue y lo ayudo en los dos tramos del cruce este tipo de gestos debemos imitar si pasas por ahi y te pide una moneda dale es buen tipo https t co k6b0vpnfq9,cruces_vias,av-italia#av-dr-americo-ricaldoni,220945.80342,cruces_vias,89.624,True,True,True,True
249,-,-,vas a colonia impecable vas a maldonado impecable llegas a montevideo y la mugre campea por que sera https t co j8xhli0r4z,-,colonia-nicolich&colonia-nicolich,992.447318191,geonames,17.107,False,False,True,False
250,-,-,antes de hacernos creer que los montevideanos somos sucios debieran estar gestionados los residuos de manera que redujera la incidencia del factor sucios dependemos de un sistema mal disenado eso es lo cierto lo demas es excusa hay otro montevideo posible,-,-,0.0,-,16.577,False,False,False,True
251,municipio-a&municipio-a,municipio-a&municipio-a,29feb siguiendo orientaciones del pdte nicolasmaduro alc wilfredordaz continua con el plan de embellecimiento en el municipio a traves de la mvzlabella realizando jornada de limpieza y desmalezamiento lealessiempretraidoresnunca unionyprogresoenonomico https t co oid85hpmsr,geonames,municipio-a&municipio-a,45947.0759,geonames,17.807,True,True,True,True
252,-,-,daniel martinez no pudo arreglar el problema de la basura no pudo con adeom no pudo con valeria ripoll no pudo con el gucci y vos queres convencerme que puede manejar un pais sevan chaufa ahorasi,-,-,0.0,-,16.337,False,False,False,True
253,-,-,buena hora para sacar la basura 8 am montevideoim hay poco transito como para todavia clavarse 5 min esperando que se muevan,-,-,0.0,-,8.164,False,False,False,True
254,-,-,fernando puntigliano presento su renuncia como director de desarrollo ambiental de la intendencia de montevideo el jerarca encargado de la limpieza de la ciudad renuncia en medio del conflicto con adeom https t co a1fnarzkvc,-,cerro-de-montevideo&cerro-de-montevideo-el-cerro,15494.4455594,geonames,70.606,False,False,True,False
255,-,-,un clasico en montevideo los problemas de la intendencia con la basura cuando vivi en nueva york que genera 10 veces mas basura por dia que montevideo la limpieza estaba garantizada otras ciudades mas cercanas tbn eso si las ratas en el subte en nueva york son de temer https t co k0czlwnnpy,-,nueva-terminal-de-pasajeros&nueva-terminal-de-pasajeros,75.905492684,geonames,37.156,False,False,True,False
256,-,-,me fui unos dias vuelvo y encuentro mi habitual montevideo basura desparramada en mi querida volqueta faltaba mas los muchachos que te la tiran para afuera tienen derecho a ensuciar el barrio y no les digas nada que te dicen que sus derechos bla bla ley 19120 no existe https t co drvveoa4b2,-,-,0.0,-,16.969,False,False,False,True
257,-,-,lista de viajeros a montevideo para enfrentar a mwfc oficial por conmebollibertadores vamosolimpia https t co tlgzs0mukh,-,-,0.0,-,19.399,False,False,False,True
258,-,-,de nuevo fueron quemados 85 contenedores en un dia proposito 2018 cuidar la ciudad que es de todos https t co vijiginjh5,-,nuevo-paris&balneario-nuevo-paris-nuevo-paris-nuevo-paris,602.543200601,geonames,20.062,False,False,True,False
259,-,-,los montevideanos pagamos impuestos de primer mundo pero tenemos servicios de cuarta ademas la im recauda por dia us 2 000 000 y us 23 000 000 al ano por multas de transito no sera hora de cambiar y tener un mvd limpio con buen transporte saneamiento y tributos bajos,-,roca-buen-viaje&buen-viaje-reef-piedras-del-buen-viaje-roca-buen-viaje-rocas-buen-viaje,87.2296114252,geonames,35.518,False,False,True,False
260,-,-,jk sweety im so sorry un chico super educado que ayuda incluso a levantar la basura en los isacs o al camarografo saluda a todos sin diferenciar y jamas pone cara de orto a ninguna presentacion,-,-,0.0,-,12.178,False,False,False,True
261,-,-,la gestion de daniel martinez dejo a la im con un endeudamiento de us 203 millones y ni una sola obra importante en mvd no pudo con la basura el transito es un caos en horas pico y tenemos uno de los boletos mas caros de la region se lo imaginan como presidente https t co q6amzkcgfe,-,hotel-presidente&hotel-presidente,8682.91992188,geonames,22.757,False,False,True,False
262,-,-,elojochurrinche midesuy scpresidenciauy marinadefrente uyecos telenocheuy telemundouy telescopiouy alfredoasti radiosarandi690 montevideoim imigualitario dmartinez uy es innegable cada vez mas jovenes y ninos comienzan do de la basura algo pasa,-,fundacion-ninos-con-alas&fundacion-ninos-con-alas,61.6913746021,geonames,21.482,False,False,True,False
263,-,-,la empresa internacional colgate palmolive informo que cesara la produccion de productos de limpieza en su planta de montevideo https t co o75denkgpk,-,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,17386.7554265,geonames,45.83,False,False,True,False
264,-,-,rugbyengol hey worldrugby es uruguay le gana de paliza a rusia y argentina xv hoy espana le mete 40 a uruguay en montevideo a vosotros que vayan los mejores al mundial os la suda lo unico que quereis es el sucio dinero https t co onjprqf9yv,-,cempre-uruguay&cempre-uruguay,3029.279225,geonames,122.842,False,False,True,False
265,-,-,para que cada vez se reciclen mas residuos es fundamental que todos aprendamos a clasificarlos correctamente en https t co txvahwgyps,-,-,0.0,-,10.024,False,False,False,True
266,-,-,why tf do i feel like im a phase yung tipong lilipas din tangina ang basura ng feeling ko right now,-,-,0.0,-,11.078,False,False,False,True
267,-,-,no puede con adeom no puede con la basura no tapa los pozos patotea e invita a pelear quien puede pe https t co wykpduc3v5,-,-,0.0,-,12.156,False,False,False,True
268,bolsa-de-valores-montevideo&bolsa-de-valores-montevideo,bolsa-de-valores-montevideo&bolsa-de-valores-montevideo,finanzas en la bolsa de bolsa de valores de montevideo el indice s amp p tsx baja 0 12 https t co eluuuoaoi6 https t co xk1y10yhce,geonames,cerro-de-montevideo&cerro-de-montevideo-el-cerro,15494.4455594,geonames,51.702,True,True,False,True
269,-,-,adeom problema de la basura se solucionara recien una semana despues del 6 de enero https t co hdpn2zwm66 via elpaisuy,-,edificio-via-moretti&edificio-via-moretti,7.261072065,geonames,21.954,False,False,True,False
270,-,-,habria que avisarle a martinez que su gestion dejo un endeudamiento de us 203 millones calles detonadas barrios enteros sin luz ni saneamiento y no pudo solucionar el problema de la basura hasta intervino el pit cnt para mediar con adeom un estadista https t co a0nke32kom,-,islote-de-la-luz&isla-de-la-luz-isleta-luz-islote-de-la-luz-luz-island-piedra-de-la-mulata-roca-de-los-pajaros-roca-de-los-pajaros,1288.15480591,geonames,18.952,False,False,True,False
271,av-gral-san-martin#av-gustavo-a-volpe,av-gustavo-a-volpe#av-gral-san-martin,ahora en el marco de nuestro plan para la erradicacion de basurales endemicos estamos trabajando en la zona de san martin y volpe les recordamos que pueden ingresar sus reclamos de limpieza y denuncias de mala gestion de residuos en https t co h20vdwcawn https t co yg8zpg8nd6,cruces_vias,av-gral-san-martin#av-gustavo-a-volpe,189508.472492,cruces_vias,126.808,True,True,True,True
272,-,-,este es el montevideo de gente sucia y mugrienta https t co i1ccepjp4r,-,-,0.0,-,5.676,False,False,False,True
273,ciudad-vieja&cidade-velha,ciudad-vieja&cidade-velha,da verguenza montevideo la mugre y desidia es tremenda plena ciudad vieja punto turistico montevideano y vemos esto frente a un museo ex poder judicial bano y dormitorio de gente en situacion de calle capaz alguien puede hacer algo https t co lk9xh6dfuq,geonames,ciudad-vieja&cidade-velha,63792.45504,geonames,75.141,True,True,True,True
274,-,-,en 30 anos de gestion el fa no pudo con la basura y la limpieza de la ciudad hemos presentado proyectos para esta problematica pero son encajonados los vecinos pagan impuestos caros y los servicios brillan por su ausencia hay que cambiar en mvd https t co 7ch3imkw5j,-,-,0.0,-,18.843,False,False,False,True
275,-,-,horacio errante ademas de ensuciar todo montevideo con su spam de mierda es un machito la respuesta los sorprendera,-,biblioteca-municipal-horacio-quiroga&av-gral-flores-2455,15.0166078119,lugares_interes,15.027,False,False,True,False
276,-,-,pasas el verano en montevideo a partir de las 6 de la manana trabajamos en la limpieza de nuestras playas para que puedas disfrutarlas las playas de la ciudad te esperan mas info https t co zpuudxue7l https t co rdgavnbjqm,-,-,0.0,-,15.796,False,False,False,True
277,-,-,la empresa internacional colgate palmolive informo que cesara la produccion de productos de limpieza en su planta de montevideo https t co o75denkgpk,-,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,17386.7554265,geonames,46.265,False,False,True,False
278,-,-,hoy en la esquina de la escuela de mi hija habia un basural hay que bajar a la calle para poder pasar hay paro de adeom y yo no me entere lo peor es que ya a nadie le llama la atencion es parte del paisaje de las esquinas de montevideo junto con los indigentes,-,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,17386.7554265,geonames,81.838,False,False,True,False
279,union&union-union,union&union-union,sigue el recambio de contenedores ahora estamos en la union recorda que ningun residuo debe quedar fuera del contenedor si queres reciclar materiales como plastico y papel hay recipientes especificos donde podes dejarlos encontralos en https t co jstmbkafql https t co 0e51jququl,geonames,union&union-union,8634.35925,geonames,21.378,True,True,True,True
280,-,-,portalmvd jajajajajjaajajajajjajajaaj que lastima das montevideo portal a esa basura sumas no tenes algo mejor para contratar patetico,-,-,0.0,-,8.616,False,False,False,True
281,-,-,uruguay se muere nunca vi tantas empresas cerradas nunca vi tan pocas posibilidades de crecer nunca vi tanta desintegracion social montevideo esta decadente sucia ruidosa y maloliente nunca vi tanta miseria en todos lados,-,cempre-uruguay&cempre-uruguay,1514.6396125,geonames,90.63,False,False,True,False
282,-,-,meteorologiauy emitio alerta naranja por vientos fuertes para montevideo recorda estos importantes cecoed arboles caidos 2480 40 92 imtransito 1950 4000 bomberos 104 policia 911 ute 0800 1930 contenedores movidos 2901 0006 24 hs https t co mmohzu15iw,-,teatro-casa-de-los-siete-vientos&av-gonzalo-ramirez-1595,123.788530217,lugares_interes,22.008,False,False,True,False
283,-,-,im sooooooo basura,-,-,0.0,-,5.471,False,False,False,True
284,-,-,la adoradora de asesinos y delincuentes fabiana goyeneche llamo es tiempo de lucha y resistencia entre todex no inmundicia es tiempo que basuras como vos y como las que defendes acaten la ley y respeten la vida,-,-,0.0,-,15.199,False,False,False,True
285,malvin&malvin,malvin&malvin,por fabor necesito ayudaaaa urgenteeee dejaron o dejo algun hdp 19 cachorritos tirados en un contenedor alguien que me de una mano esta frio dejarlos ahi es sentenciados a muerte es en montevideo barrio malvin alto 097622182 https t co 6zq0uw2mfj,geonames,malvin&malvin,13131.9702,geonames,27.532,True,True,True,True
286,-,-,naalala ko nga pala kung bakit hindi ako pinapayagan sa mga swimming basura nga pala ako baka magkalat hahahahahahahah im soo okay bimb,-,-,0.0,-,10.504,False,False,False,True
287,-,-,el recontramaldito doble discurso digo como se soluciona el 80 de la mugre y basura en mdeo y ya aparece represion no hay que tolerar la culpa es de todos los vecinos no la culpa es del que la tira afuera principalmente marginales y reprimilo pero no la complicamos,-,-,0.0,-,16.39,False,False,False,True
288,-,-,esse time do montevideo wanderers e horroroso do olimpia tambem mas um pouco menos,-,-,0.0,-,7.884,False,False,False,True
289,-,-,el que encuentre carteles de antia tirados en el piso comuniquese conmigo por privado los carteles seran donados a refugios de perros para hacerles casitas los que estan colgados pronto seran descolgados por un montevideo limpio rt asi hay mas difusion graciasss,-,-,0.0,-,43.365,False,False,False,True
290,bolsa-de-valores-montevideo&bolsa-de-valores-montevideo,bolsa-de-valores-montevideo&bolsa-de-valores-montevideo,finanzas en la bolsa de bolsa de valores de montevideo el indice s amp p tsx sube 0 12 https t co gc2kmayhzm https t co rclztgpzbo,geonames,cerro-de-montevideo&cerro-de-montevideo-el-cerro,15494.4455594,geonames,42.143,True,True,False,True
291,-,-,final olimpia 2 vs montevideo wanderers 0 nestor camacho y gimenez vamosolimpia https t co pknqxannuc,-,-,0.0,-,7.795,False,False,False,True
292,-,-,conmarchita mengueche08 para hacer un cante de montevideo como hay poca mugre era lo que faltaba,-,rada-de-montevideo&montevideo-outer-roads-montevideo-road-rada-de-montevideo,17386.7554265,geonames,27.35,False,False,True,False
293,-,-,cesarvega peri seria muy positivo para montevideo que el peri se acercara a laura raffo y a la coalicion multicolor e integrara el grupo asesor en temas ecologicos porque tiene mucho para aportar en ese tema y hay mucho por hacer en esta montevideo sucia desordenada contaminada y no controlada,-,-,0.0,-,14.702,False,False,False,True
294,-,-,otras sensaciones el titulo d sendic los 380 muertos 2018 los 60 muertos 2019 los 650 asentamientos la basura mvd la contaminacion rnegro la contaminacion slucia la perdida puestos d trabajo el deficit fiscal record la deuda externa record el pato celeste https t co adp4vram9g,-,universidad-del-trabajo-del-uruguay-utu&universidad-del-trabajo-del-uruguay-utu,16.6953883895,geonames,23.775,False,False,True,False
295,-,-,terrible el camino que le toco a olimpia fase 1 montevideo wanderers fase 2 junior fase 3 guarani casi seguro https t co vqavxyxuvj,-,-,0.0,-,8.898,False,False,False,True
296,-,-,hicieron una ola de basura en el montevideo shooping y me parece algo excelente que en un lugar tan concurrido hagan este tipo de cosas para generar conciencia tendria que haber por todos lados del pais a ver si dejan de ser tan mugrientos https t co m3tnbnxiec,-,-,0.0,-,17.834,False,False,False,True
297,-,-,isseyytrin im basura jsjshhahshshshshs,-,-,0.0,-,6.267,False,False,False,True
298,-,-,cossecarolina municipioa hay algo que tenemos que entender montevideo es sucia esta rota etc porque los montevideanos y las montevideanas no cuidamos las cosas empecemos a hacernos cargo de nuestro rol en la sociedad ciudad departamento,-,-,0.0,-,10.159,False,False,False,True
299,-,-,en la boyada los vecinos tomaron las riendas para recuperar un espacio en el que se arrojaban residuos y realizaro https t co nu7wgsiqpy,-,teatro-espacio-teatro&mercedes-869,123.725072593,lugares_interes,25.744,False,False,True,False
300,-,-,chdica jorgewlarranaga limpia la ciudad y deja la seguridad publica para el gobierno nacional gracias,-,hotel-nacional&hotel-nacional,2735.41030437,geonames,60.151,False,False,True,False
301,-,-,la caterva de miserables que encabeza abbu25 que se encargan de propalar insultos sobre mi por las fotografias de la realidad de mugrevideo imagino lo que dira sobre puntigliano y la montevideoim que puntualizo hay mas gente que revuelve los contenedores en busca de comida https t co brcwab2xpq,-,-,0.0,-,11.98,False,False,False,True
302,-,-,en montevideo feras el aissami parece un fantasma pero en la trama de negocios sucios de su familia ha tenido un rol bien identificado,-,banco-de-la-familia&banco-de-san-pedro-banco-de-la-familia-piedras-de-san-pedro,592.270275275,geonames,14.016,False,False,True,False
303,-,-,undiacomohoy 12 06 1960 copalibertadores final en el partido de ida en montevideo olimpia cae de visitante 1 0 ante penarol en el estadio centenario fue por la primera final en la historia de la libertadores https t co tpkwpsfgpm,-,penarol&penarol,16574.93257,geonames,39.631,False,False,True,False
304,-,-,mira el pelado demagogo mientras montevideo se hunde en la mugre el fantasma este se hace sacar fotos simulando juntar basura verguenzafa martinez no quiere que des rt https t co k5emb4gn1j,-,-,0.0,-,13.131,False,False,False,True
305,-,-,ahora olimpia elimino a montevideo wanderers y enfrentara a junior en la 2da fase del repechaje de la https t co eqv4llvpmv,-,-,0.0,-,23.794,False,False,False,True
306,-,-,segun los reportes mas de 29 000 entradas vendidas para el juego de manana entre olimpia y montevideo wanderers a https t co u6demeyqen,-,-,0.0,-,8.736,False,False,False,True
307,-,-,paro de los bichicomes de adeomfin de la luna de miel con di candia navidadconbasura https t co cqsviamdmk,-,-,0.0,-,7.84,False,False,False,True
308,-,-,luislacallepou no pudo solucionar el tema de la basura en mdeo y quiere solucionar los residuos debatepresidencialuy https t co motipskkjd,-,-,0.0,-,9.834,False,False,False,True
309,municipio-ch&municipio-ch,municipio-ch&municipio-ch,seguimos recorriendo el municipio ch estando siempre cerca de la gente para atender la problematica de la basura en el entorno de los contenedores https t co 9pnke7stet,geonames,municipio-ch&municipio-ch,67204.5984,geonames,12.437,True,True,True,True
310,-,-,nuevamente adeom im y la basura luego de 25 anos de gobierno y prometiendo tabare intendente en 1989 que erradicaria la basura en 100 dias adeom pide mas personal y camiones basta de inoperancia y mala gestion en 2020 aire de cambio equipo 71 herrerismo https t co upb9jiz94h,-,edificio-tabare&edificio-tabare,191.78302464,geonames,24.83,False,False,True,False
311,-,-,adeom hara paro y asamblea este jueves que afectara servicios de limpieza cual limpieza andaaa https t co 3zcfziycym,-,-,0.0,-,11.29,False,False,False,True
312,av-8-de-octubre&av-8-de-octubre,av-8-de-octubre&av-8-de-octubre,mugrevideo en todo su esplendor puerta del liceo 14 en avenida 8 de octubre de la ciudad capital del uruguay midesuy montevideoim imambiente marinadefrente dmartinez uy scpresidenciauy frente amplio se ve que disfrutan nuestras autoridades de potenciar estas realidades https t co msthun0gra,lugares_interes,biblioteca-municipal-francisco-schinca&av-8-de-octubre-4210,42599.02995,lugares_interes,107.076,True,True,False,True
313,-,-,mengueche08 dmartinez uy aquicolobanco el problema es que las heladeras no entran en los contenedores por eso las botan y terminan en la intendencia,-,-,0.0,-,8.14,False,False,False,True
314,san-jose#florida,florida#san-jose,venia sacandole fotos a la cantidad de hojas y surprise volquetasystem sirven como bano tambien ya se ya se soy una facha desalmada que no respeta el derecho del senor a hacer sus necesidades en la calle florida y san jose 10 30 am montevideo https t co swizng5yr3,cruces_vias,san-jose#florida,570072.839467,cruces_vias,205.589,True,True,True,True
315,-,-,otra vez montevideo puede quedar tapada de basura en pocas horas sea culpa del gremio o de la gestion martinez https t co dpddzjwebd,-,-,0.0,-,7.288,False,False,False,True
316,-,-,mientras montevideo se cae a pedazos entre basura miseria grafittis obras a medio terminar baches y verde tapado de hormigon sovietico municipal el intendente travesti considera de vital importancia ponerle mario benedetti a alguna calle me voy a fumar un porro y vuelvo,-,museo-municipal-cabildo&juan-carlos-gomez-1362,278.92972296,lugares_interes,71.567,False,False,True,False
317,-,-,hace solo 54 dias que gremio ganaba la libertadores 2017 y hoy ya empieza la edicion de 2018 me encanta el nuevo formato de fechas de este glorioso torneo un partido tras otro casi sin descanso montevideo wanderers y el tricampeon olimpia abren fuego esta noche y ahi estaremos,-,nuevo-paris&balneario-nuevo-paris-nuevo-paris-nuevo-paris,602.543200601,geonames,27.798,False,False,True,False
318,-,-,ya renovamos miles de contenedores en montevideo pero necesitamos el compromiso de todos para mantenerlos limpios https t co lhaze9sb2y,-,-,0.0,-,9.7,False,False,False,True
319,-,-,orgullosos de estar presentes con nuestras ecobolsas en flumarketinguy2018 rubricabtl flumarketing radissonmvd marketingdigital marketing mobilemarketing ecomarketing ecomerchandising 3r ecobolsasuy montevideo uruguay ecouruguay https t co xxawomx0yt,-,cempre-uruguay&cempre-uruguay,1514.6396125,geonames,62.889,False,False,True,False
